hcp_id,specialty,tier,years_practice,historical_email_opens,historical_msl_calls,digital_engagement_score,publication_downloads,webinar_attendance,treatment,scientific_score
105098,Oncology,B,30,7,0,62.83343059060744,5,1,0,63.20288033406229
105099,Oncology,B,20,12,3,54.857614514796765,2,2,0,76.77993001989636
105100,Oncology,A,7,7,3,82.80099713842083,1,2,1,74.23298550892481
105101,Oncology,B,14,8,1,61.6064755697608,3,3,0,73.4480669638093
105102,Cardiology,A,5,10,4,67.09005140057701,5,2,0,91.08667731642694
105103,Cardiology,A,33,12,0,90.15374665230024,1,2,0,77.52391306474014
105104,Oncology,B,12,6,4,72.23289889543466,5,3,0,90.66326960403303
105105,Oncology,C,31,9,3,100.0,2,3,0,87.89435967732518
105106,Oncology,C,8,12,2,56.359534070677384,3,1,0,53.324647190845965
105107,Oncology,A,15,4,0,72.10138778039854,4,1,0,52.48121778268409
105108,Oncology,B,2,9,1,67.25521825162441,2,2,0,61.57098662464424
105109,Neurology,B,19,9,3,63.43666332319493,3,1,0,67.41942561607063
105110,Endocrinology,A,2,5,0,67.70173641353271,3,3,0,61.29354042202868
105111,Endocrinology,C,7,11,2,61.31753970742496,1,2,0,73.49421922526747
105112,Endocrinology,C,8,4,1,72.46866002018812,1,0,0,40.933896573268214
105113,Cardiology,C,11,6,4,49.16267308208298,2,1,0,48.8387373133745
105114,Neurology,A,11,8,3,42.2606050756413,4,3,0,71.21360037907651
105115,Oncology,B,29,12,0,65.47796956843156,3,0,1,74.59828730721071
105116,Cardiology,C,27,4,1,73.84941929677873,1,1,0,46.66859332439945
105117,Cardiology,B,25,6,0,68.62242090638723,3,1,0,55.65656443344349
105118,Cardiology,C,33,2,0,35.35579471720848,2,1,0,32.94508091511672
105119,Neurology,A,23,10,8,74.05891742817666,4,1,1,114.51091224275505
105120,Oncology,B,6,11,0,60.2312459422299,4,4,1,74.73998998813903
105121,Oncology,B,24,7,0,78.17101401491142,1,2,0,66.67379895334983
105122,Endocrinology,A,20,7,1,38.94555429041213,3,3,0,68.62967775725016
105123,Oncology,B,14,8,2,77.49679357003879,3,2,1,86.12019066345599
105124,Cardiology,B,15,8,2,59.12891318177135,4,0,0,56.36968153343095
105125,Endocrinology,A,12,9,1,92.47167894343256,3,2,0,80.66179343810006
105126,Cardiology,B,32,10,3,65.30718745839857,2,2,0,73.30756565111938
105127,Cardiology,B,34,7,3,70.1568018145634,1,2,0,67.50138182364871
105128,Oncology,B,7,6,2,51.90648669578256,3,2,1,67.0954412691363
105129,Oncology,C,11,13,2,55.34591716139757,4,2,0,78.35175714626585
105130,Endocrinology,B,9,10,0,57.48836611708932,2,3,0,60.745164805479945
105131,Cardiology,B,17,8,2,61.765425967739695,2,1,0,56.3318732071447
105132,Cardiology,C,11,9,3,56.3782047052412,0,0,1,63.33688607217424
105133,Oncology,C,24,9,1,69.59854450786567,5,4,0,96.82050625499082
105134,Oncology,A,17,7,1,76.65260315608141,1,2,0,65.8320970262801
105135,Endocrinology,C,10,9,3,68.88816622922641,6,1,0,78.31186899828806
105136,Oncology,A,14,10,2,63.57178214195966,1,2,0,73.47749177451911
105137,Cardiology,A,13,11,2,55.110618296471316,1,2,0,66.43638603053297
105138,Oncology,B,29,7,2,15.758316574031412,4,3,0,53.44861790091577
105139,Neurology,B,31,4,7,70.83154035433405,3,1,0,75.07382897329701
105140,Endocrinology,C,31,6,1,49.19244703786543,1,3,0,59.52636593774933
105141,Cardiology,C,20,9,5,52.18355095123047,1,2,0,69.72356970657573
105142,Oncology,C,10,7,4,51.7599769317523,3,4,0,74.89813580931259
105143,Cardiology,C,4,10,2,64.26499861702398,2,3,0,80.23396579344688
105144,Neurology,B,4,12,2,76.09639171788436,2,1,0,74.52659505989278
105145,Oncology,B,12,8,5,49.56390262004761,6,0,0,70.50704267250654
105146,Endocrinology,C,32,9,0,36.59170170739655,2,2,0,51.11831601726009
105147,Cardiology,C,22,8,2,65.05469948674106,2,3,0,78.14814569769172
105148,Endocrinology,C,28,12,3,42.166107487503524,5,6,0,95.05299063705482
105149,Cardiology,C,29,16,0,53.00007364294978,4,3,1,96.50224061453392
105150,Oncology,A,29,3,3,46.67432207106884,2,1,0,49.53740591640374
105151,Oncology,C,10,17,1,60.99719375150382,2,2,1,86.87719398701178
105152,Oncology,C,2,3,1,66.87149069518135,4,1,1,55.638790377425885
105153,Endocrinology,C,23,3,1,68.96833135174194,5,2,0,73.60319907446166
105154,Neurology,B,24,12,1,56.784453055525944,2,2,0,57.39551455956628
105155,Neurology,B,19,7,2,81.00346966682658,1,2,0,57.03716773128331
105156,Oncology,B,31,9,2,47.863002867798116,1,1,1,58.65797716933382
105157,Oncology,B,10,6,3,41.72017838605851,4,4,0,79.20899116836367
105158,Neurology,B,14,7,2,44.1351641293637,4,1,0,55.298733474474524
105159,Cardiology,B,2,8,3,99.14876572971511,3,1,0,74.55344311832363
105160,Oncology,B,15,12,3,41.72649204342975,3,3,1,88.80171722642174
105161,Cardiology,B,2,9,2,78.237726096658,4,2,0,75.79231083529486
105162,Oncology,B,28,9,0,56.1417255604067,3,3,1,69.42821666441336
105163,Oncology,B,8,9,2,71.78635147702454,4,1,0,71.46447047128447
105164,Cardiology,B,9,6,3,26.599579216725026,3,1,0,53.224826665698146
105165,Oncology,B,17,5,1,53.93092157373804,2,3,0,59.50588998221829
105166,Endocrinology,A,24,8,2,69.8580088839272,1,4,0,70.83535883021173
105167,Oncology,A,31,7,5,68.21314767693659,3,1,1,95.37994190142435
105168,Oncology,A,10,10,2,82.44347656731539,3,4,1,102.92140403654942
105169,Oncology,B,21,8,2,37.02714960487602,4,4,1,76.7284806773941
105170,Neurology,C,34,6,2,68.87242873090838,3,0,0,58.10747305618344
105171,Oncology,A,29,6,1,63.93941463392362,4,0,0,55.94283169225078
105172,Cardiology,A,34,8,0,57.899973077955835,2,2,0,41.38368229307297
105173,Oncology,C,27,10,4,60.823971814641965,2,1,0,73.47481708605248
105174,Oncology,B,34,10,1,51.546035941200834,0,2,0,58.23242058613855
105175,Oncology,C,14,8,1,45.94935042401184,2,2,0,52.37039711639599
105176,Neurology,C,28,7,0,68.3909185836885,1,2,0,47.36535670305389
105177,Endocrinology,B,32,16,0,73.74889682199516,1,0,0,61.058678246703614
105178,Oncology,B,21,8,0,61.11674097898054,2,1,0,49.51449033492909
105179,Cardiology,B,16,9,2,63.07941083490612,4,2,0,71.8415455269799
105180,Endocrinology,A,6,12,1,62.508736068779776,2,3,0,82.74587999419109
105181,Oncology,A,27,9,1,87.20610155398812,2,2,0,70.83622457168893
105182,Neurology,A,8,7,0,40.46821779974593,4,1,0,49.37129246231612
105183,Oncology,C,19,6,2,64.45925897035097,3,1,0,63.974423665043375
105184,Endocrinology,B,23,5,3,56.152545329358105,5,1,0,59.51499870472312
105185,Neurology,A,32,3,1,52.49578858014782,7,3,0,65.37075783333168
105186,Endocrinology,B,23,8,2,76.63269023800109,2,1,0,67.25823998025581
105187,Neurology,B,14,9,1,66.56966444548166,2,3,0,71.58866241075758
105188,Oncology,B,2,6,3,57.674077903782766,2,0,0,56.01587948139779
105189,Endocrinology,B,15,7,2,72.75476990288745,3,2,0,68.62919733304933
105190,Oncology,B,3,5,1,48.883999296327616,0,2,0,41.8631264930664
105191,Oncology,C,8,5,1,82.42258352058181,3,1,0,67.50105221315344
105192,Neurology,A,32,6,2,64.52923798891959,3,0,0,60.03585759730606
105193,Neurology,B,16,7,0,71.38247668912211,4,1,0,65.04531896318899
105194,Endocrinology,B,10,8,0,49.5610013993601,1,3,1,63.914136951278465
105195,Oncology,B,33,8,2,51.847513112659996,4,3,0,74.46618145266964
105196,Neurology,B,3,9,2,64.5814007811488,1,1,1,65.76651702808202
105197,Neurology,C,8,4,0,38.467800559250186,2,1,0,28.74141296911603
105198,Oncology,C,19,3,1,82.81643965268088,4,3,0,72.69291281264024
105199,Oncology,B,28,4,0,54.52857849554352,2,2,0,44.74861679650018
105200,Oncology,B,19,5,3,72.30450750548785,2,2,0,59.30552359877923
105201,Oncology,B,10,9,3,70.71063158338585,1,4,0,87.46647353759901
105202,Endocrinology,B,6,13,1,84.12197308360629,0,2,1,82.30774486876169
105203,Cardiology,B,14,10,1,45.1360624773774,4,1,0,68.46142558798685
105204,Neurology,A,5,16,5,64.84959693752414,5,2,0,102.99636997523612
105205,Endocrinology,B,21,11,3,70.49260030915491,2,0,0,75.64362050973924
105206,Oncology,B,29,6,5,41.28963288943319,4,2,0,73.12903873837561
105207,Neurology,C,30,5,5,54.24265024132211,4,0,1,72.19332200148149
105208,Oncology,C,31,8,0,62.97264100135371,2,0,0,46.864853388718785
105209,Endocrinology,A,8,6,1,53.4254020335696,3,1,0,53.86320815267575
105210,Oncology,A,14,4,0,27.168864700708667,6,3,0,58.899934115376695
105211,Endocrinology,C,25,8,7,34.199525744914645,2,1,0,65.81628317015519
105212,Oncology,B,31,16,3,92.45134694537697,4,1,1,107.92640685166594
105213,Oncology,C,17,12,2,78.06335811299545,2,3,0,84.43696995964305
105214,Neurology,A,24,6,1,69.65234831526975,2,1,1,59.7636884264833
105215,Oncology,B,10,6,4,58.2022563012644,4,0,1,73.55209253152418
105216,Cardiology,B,26,7,2,50.0873570172886,7,1,0,66.78833617919787
105217,Oncology,C,13,4,0,66.05832708110226,5,3,0,64.50804362204109
105218,Neurology,A,11,6,5,45.88065481372028,4,2,1,71.66884133103378
105219,Oncology,B,15,10,2,75.1631944048957,3,1,0,66.58971047281788
105220,Oncology,B,31,17,2,68.27754873210895,2,2,1,98.55727065535692
105221,Oncology,C,6,4,1,61.37418740629119,3,2,1,65.07662092698737
105222,Cardiology,C,17,13,3,55.99932511115928,4,5,0,106.47988287686806
105223,Oncology,C,7,8,1,55.77300754628125,3,1,0,61.09497774017823
105224,Oncology,C,14,8,0,64.8918076155543,2,1,0,51.92683430273521
105225,Oncology,A,31,9,3,42.06059630064374,2,4,0,73.34499305645052
105226,Oncology,A,31,7,5,95.63089217954398,3,3,0,98.02110050030555
105227,Cardiology,A,32,9,3,53.83699080902393,4,2,0,76.24657138458038
105228,Endocrinology,B,27,8,6,42.016849586088355,5,3,0,85.62745660464135
105229,Oncology,C,15,10,8,72.18880582132672,1,2,1,110.04838616990912
105230,Cardiology,C,30,8,0,53.087834667641104,1,2,0,51.25473344123312
105231,Neurology,A,18,9,7,52.79743040398333,3,2,0,86.49720913779349
105232,Oncology,B,26,5,2,60.87640429884704,2,1,0,51.26486448072226
105233,Neurology,C,12,10,0,52.27853966127749,5,1,0,61.34239906275271
105234,Oncology,B,29,10,1,51.78604602583041,4,4,0,82.9379790260533
105235,Cardiology,A,6,7,5,57.78113476754687,5,1,0,74.49932515995067
105236,Oncology,B,25,12,0,80.9896765490301,3,1,0,72.71262031035388
105237,Neurology,B,2,6,4,57.10747331982698,2,4,0,77.54084457475103
105238,Neurology,B,27,10,5,57.33923441619906,3,1,0,91.22343589585091
105239,Oncology,B,29,9,3,76.21118865306596,3,0,1,81.56816254249885
105240,Oncology,A,9,5,3,30.418661073043573,2,2,0,51.45982199764994
105241,Endocrinology,C,22,8,3,69.44986632375887,3,2,1,82.36831210216995
105242,Oncology,B,6,11,3,70.14569663789246,2,1,0,64.41862887095397
105243,Cardiology,B,34,5,1,61.677671133744425,2,5,0,62.87915615966326
105244,Endocrinology,C,28,12,2,54.81467643284293,3,1,0,72.726788854306
105245,Neurology,A,14,5,2,60.643745801913724,2,1,0,60.073301100959
105246,Cardiology,A,22,8,1,55.56194588086703,3,2,1,72.60202931513817
105247,Neurology,C,3,12,1,63.91066090563112,3,3,1,87.42322147009118
105248,Endocrinology,B,8,2,3,56.48867392837484,4,1,0,53.833048581149384
105249,Cardiology,C,22,7,3,76.23442844220459,0,2,1,73.87670391618569
105250,Cardiology,B,5,2,2,54.45874457681816,5,4,0,73.9479535651495
105251,Oncology,A,31,6,1,57.200425198429926,1,2,0,51.91230870143001
105252,Endocrinology,B,25,7,5,71.60981689377127,2,4,0,90.94457256905044
105253,Neurology,A,34,9,7,70.31618034133555,4,0,0,79.28846285286582
105254,Oncology,C,24,11,3,62.24264582122287,1,0,0,52.45979801137941
105255,Endocrinology,B,13,8,1,55.312382686060644,4,3,0,76.39864506427163
105256,Cardiology,C,25,7,4,57.096711665276786,3,3,1,77.5039341323982
105257,Oncology,C,22,8,3,100.0,2,1,0,78.34558925937542
105258,Cardiology,A,6,8,2,74.70346939172313,1,1,0,60.40803897379294
105259,Oncology,C,22,10,2,66.9058906910984,3,2,0,79.51152201924236
105260,Endocrinology,B,6,7,3,59.01927451167481,3,0,0,62.928549777288154
105261,Oncology,B,4,10,3,82.63523927651053,2,0,0,72.10929204055223
105262,Neurology,C,6,6,0,28.956695298609663,1,4,0,49.3972123044019
105263,Cardiology,B,17,6,0,71.85331978601099,5,2,0,65.71447600940714
105264,Oncology,B,21,6,3,62.34310143458608,2,2,0,67.73377026194966
105265,Endocrinology,B,23,9,3,63.776597879965124,3,1,0,69.02281491562057
105266,Cardiology,B,20,7,1,79.05819321360278,2,4,1,85.16919811859499
105267,Oncology,A,4,6,1,83.93509656890905,3,1,1,73.69262451123318
105268,Cardiology,B,14,8,2,60.13364481435649,4,4,1,90.13544937659071
105269,Endocrinology,B,29,10,0,59.56058857626112,1,2,0,59.07922805430346
105270,Oncology,A,6,8,1,46.04814393452231,1,3,0,54.97939660944365
105271,Oncology,A,10,2,2,58.42535194127317,2,2,0,47.87701530816112
105272,Oncology,B,12,12,1,83.15842038965205,2,0,0,67.39406113062411
105273,Oncology,B,31,13,0,55.195319629087365,4,1,0,59.23744885264717
105274,Neurology,C,30,12,2,31.812201250940237,3,3,0,72.04240485232941
105275,Cardiology,B,24,6,4,44.72711237697856,0,2,0,58.624870301306316
105276,Oncology,B,24,10,4,53.31245426861198,5,4,0,90.50122763703231
105277,Oncology,B,5,7,2,48.847141894665825,1,2,1,67.44591870696142
105278,Oncology,B,15,3,1,69.471090578854,5,2,0,63.2618847488143
105279,Endocrinology,B,2,10,5,66.86424623941052,5,3,0,97.73165980176654
105280,Oncology,C,20,6,5,75.60103453379003,3,1,0,84.36053714380816
105281,Endocrinology,C,14,10,1,55.44802280899419,1,4,0,79.47253638231702
105282,Cardiology,C,29,7,5,63.956708470744374,10,2,0,94.41222910719293
105283,Oncology,C,11,9,2,45.417198108883596,5,4,0,80.63677071079404
105284,Endocrinology,B,28,5,2,55.6332885006978,3,2,0,59.24951931810611
105285,Cardiology,B,21,9,1,60.445068231010815,3,0,1,54.35038585484735
105286,Neurology,C,25,4,0,61.489950020407974,3,4,0,63.96513400009824
105287,Endocrinology,B,24,10,3,73.83577061275328,3,1,0,71.25337505985152
105288,Oncology,C,15,3,0,66.07769712086065,3,1,0,46.01645556860649
105289,Oncology,C,7,6,1,58.65739191851083,2,1,0,48.122851599643
105290,Neurology,C,27,6,1,91.3498995982011,5,4,1,92.82206065650072
105291,Oncology,B,21,9,5,45.264650272499175,3,5,0,83.28564151980211
105292,Oncology,C,28,7,0,73.47855854537549,1,3,1,64.10341262753637
105293,Oncology,B,14,9,5,60.12395739435047,5,0,0,88.37415327690975
105294,Oncology,B,23,9,1,67.32623628264106,4,2,0,71.74804965737938
105295,Neurology,B,34,11,4,43.58978801524566,4,2,1,84.88538209530202
105296,Oncology,C,17,3,1,43.25712051709307,3,0,0,43.172809566922425
105297,Cardiology,C,14,13,0,55.7134410829847,3,1,1,65.5129105293226
105298,Cardiology,B,5,11,2,59.4244621167359,2,0,0,52.057347792084975
105299,Oncology,B,17,12,4,43.645191731379356,3,2,0,72.5896715709268
105300,Oncology,B,28,2,2,52.144832064348066,4,2,0,61.025140323618814
105301,Neurology,C,3,12,1,64.80303366118903,7,1,0,75.9833769055216
105302,Oncology,B,26,14,2,50.46271051995521,0,0,0,58.02539975535144
105303,Neurology,B,27,9,3,84.25024935709418,4,3,0,94.08381664473484
105304,Endocrinology,B,13,8,1,51.18325133090561,2,4,0,68.64254456416876
105305,Oncology,B,18,10,1,58.909289277136516,5,2,1,84.56082688825762
105306,Cardiology,A,27,8,2,56.244752291671354,2,1,0,48.94934530348661
105307,Cardiology,B,19,5,2,41.14074932444332,2,5,0,64.57161743558463
105308,Oncology,C,29,6,0,59.31749778111528,3,1,0,54.19218666715128
105309,Endocrinology,C,31,8,3,47.39184341692278,5,1,0,71.71130023286648
105310,Endocrinology,A,20,12,2,77.41327498590451,5,2,0,88.12755790110727
105311,Oncology,C,19,7,2,61.69403889610995,1,4,1,83.12713279079897
105312,Cardiology,B,32,2,2,57.62954446818482,5,4,0,64.64710516746354
105313,Endocrinology,A,4,8,1,54.8612676215312,5,0,0,51.375139546682604
105314,Endocrinology,A,11,7,1,76.47889370225263,7,2,0,81.53015754166233
105315,Cardiology,A,18,7,2,61.04532762087487,4,4,0,74.65426780809197
105316,Cardiology,C,8,5,3,43.782577182635876,3,0,0,55.00793030250321
105317,Oncology,A,24,8,3,72.17033889230446,2,5,0,87.13364088545586
105318,Endocrinology,B,9,15,1,70.91317558090385,4,1,0,78.12530601831887
105319,Oncology,C,22,8,4,46.4750541329039,2,3,1,85.84655617467027
105320,Cardiology,B,15,7,1,55.01063209436416,2,1,0,58.19898117690569
105321,Oncology,C,27,5,3,91.7643527480961,3,1,1,85.92663603779192
105322,Oncology,C,21,9,2,64.62230023979293,1,3,0,63.05731426194033
105323,Oncology,A,22,3,0,100.0,4,1,0,61.57950916484465
105324,Endocrinology,C,2,5,0,80.08024018639256,4,2,0,65.57944754711161
105325,Oncology,B,7,9,3,97.61582020119481,1,2,1,75.95414627377465
105326,Cardiology,B,13,8,1,49.101924061828335,4,2,0,64.09150649573911
105327,Oncology,B,26,10,0,96.77601279987014,1,2,1,70.2216452173523
105328,Oncology,A,30,5,2,41.62110445027477,2,3,0,50.39052326685856
105329,Oncology,C,16,8,4,57.26377690630956,4,3,1,84.61069157833576
105330,Cardiology,B,12,5,0,49.18942479309927,3,0,0,31.454938617081996
105331,Oncology,A,16,13,1,60.859711607461605,2,1,1,76.01462992899006
105332,Oncology,C,33,6,1,69.26006000841718,2,2,0,52.08473561063243
105333,Oncology,B,2,10,1,58.57917824552267,2,1,0,48.83964201078798
105334,Oncology,B,15,7,3,64.54241693724592,2,1,0,64.06087627751592
105335,Endocrinology,B,7,7,2,55.727570943431225,4,3,1,79.29560184841098
105336,Endocrinology,C,17,9,4,68.30910309306726,2,4,1,100.9190858687022
105337,Oncology,A,34,5,1,66.94883921592906,2,2,1,67.45355665128677
105338,Cardiology,B,22,8,1,55.85500459207901,3,0,0,49.27229211053998
105339,Endocrinology,B,23,7,1,56.58724454113801,3,2,0,60.26559351549856
105340,Oncology,A,13,10,2,41.68287650096752,2,2,0,57.2936223928352
105341,Neurology,C,3,6,3,62.17917028490301,6,2,0,72.85146998142422
105342,Endocrinology,B,10,9,1,67.2125184295495,1,1,0,50.35253591741891
105343,Oncology,B,25,6,3,74.57539298267594,3,2,0,74.602827031929
105344,Oncology,A,12,8,1,42.22046832332955,3,0,0,39.480247867897084
105345,Endocrinology,C,26,5,3,47.68885582014791,4,2,0,56.9176715386033
105346,Cardiology,C,18,11,1,68.65412549127784,2,3,0,70.92799270434065
105347,Oncology,B,28,15,3,68.68165439946343,8,3,0,111.74624912767672
105348,Oncology,B,9,6,3,72.66073557365968,5,2,0,82.31555794828587
105349,Oncology,B,7,7,3,96.91635062107598,3,4,1,101.79765088976283
105350,Neurology,B,7,11,4,42.14536865142392,4,1,1,81.6836178841941
105351,Neurology,A,17,6,4,49.43297961044542,2,1,0,53.83997749036505
105352,Endocrinology,B,23,10,1,63.11711935482467,5,2,0,87.4449836107068
105353,Oncology,B,13,9,1,61.3306128510368,2,1,0,46.090009081150534
105354,Cardiology,C,22,9,2,65.63730467212106,4,4,1,85.52866039839523
105355,Cardiology,B,8,10,2,84.43126517488497,4,1,0,72.73777000818441
105356,Oncology,C,8,7,2,94.16501845185121,4,6,0,98.93908035481208
105357,Oncology,B,29,7,3,48.70186382580721,5,2,0,66.46670396540951
105358,Endocrinology,C,24,13,3,70.89570188976433,4,1,0,92.42027176054735
105359,Endocrinology,B,15,5,1,82.41801692513819,5,3,0,77.75043055801943
105360,Cardiology,B,22,8,3,51.0473993937252,3,2,0,69.92375496042557
105361,Cardiology,C,3,10,7,63.80100025911896,2,3,0,91.33412480145849
105362,Oncology,A,26,8,1,55.19428659294472,4,2,0,65.27315832218657
105363,Cardiology,A,2,7,1,36.629041076370484,3,1,0,55.32026491059298
105364,Neurology,A,2,7,2,48.96014165017148,1,1,0,54.68714555072804
105365,Cardiology,C,21,10,2,57.60950571542976,2,4,1,82.82745102741578
105366,Endocrinology,A,15,7,2,81.57081670576488,0,1,0,53.65348997083991
105367,Cardiology,C,2,13,1,65.36409037641337,3,2,1,83.78513161763492
105368,Oncology,B,12,9,1,65.02100904935872,2,3,0,70.04540868791315
105369,Neurology,A,22,9,1,58.62921514157486,3,1,0,60.610832377337815
105370,Oncology,B,14,6,3,63.87271978036369,2,3,0,81.51377599866395
105371,Oncology,A,26,12,2,64.96118082663672,3,3,0,83.4680543638877
105372,Oncology,B,28,7,2,33.803082485938994,2,1,0,42.74601220017322
105373,Oncology,B,24,7,4,69.69044727096302,3,5,0,94.83977718548886
105374,Neurology,B,13,5,1,59.708405677027805,6,4,1,85.96951265710501
105375,Cardiology,A,31,11,0,78.16661709475387,5,2,0,85.04197575474132
105376,Neurology,B,13,10,0,46.387629998634075,6,1,0,62.222968450874795
105377,Cardiology,C,7,6,0,85.20258759409904,7,0,1,76.82064772538776
105378,Oncology,C,26,8,1,47.400488324080875,8,1,0,71.40787917603951
105379,Neurology,C,26,13,2,77.54158346363242,1,2,0,77.93852939827741
105380,Oncology,B,31,12,0,53.044786639144256,1,2,0,65.3299178031101
105381,Oncology,C,16,5,1,69.51156385370531,3,1,0,48.67431530581559
105382,Cardiology,B,13,5,1,79.96363564477998,2,1,0,59.31504708621175
105383,Oncology,A,12,8,4,68.11328491425589,2,2,0,80.01657962146082
105384,Oncology,C,21,7,1,56.22935540173571,1,3,0,60.936930242080265
105385,Cardiology,C,32,5,3,52.46796121714409,5,1,0,60.19001988815288
105386,Cardiology,B,6,9,3,55.57030244890017,1,2,1,72.82174999538958
105387,Oncology,B,7,7,0,42.51510490781393,3,2,0,60.10758518895764
105388,Endocrinology,B,22,2,1,63.219793039254874,5,2,0,61.8800399873432
105389,Cardiology,B,8,16,5,79.14869879323552,1,3,1,108.5861299771401
105390,Endocrinology,C,17,6,4,76.70398163197846,2,2,0,76.32460420106999
105391,Oncology,A,3,6,2,79.21305110986036,5,2,0,81.93568717760115
105392,Cardiology,C,8,9,3,71.5927221303195,3,0,0,71.06871517402261
105393,Endocrinology,B,29,7,3,32.8276284623686,2,3,0,59.69808951385472
105394,Cardiology,C,13,4,1,54.729907307593045,5,3,0,63.99897597089981
105395,Neurology,C,33,5,2,68.02198472656565,2,0,0,56.72614160300438
105396,Oncology,B,6,11,2,53.40418125268033,1,1,0,71.42538840822783
105397,Oncology,B,19,8,3,55.222865907557,2,5,0,74.06232082003041
105398,Cardiology,C,15,7,1,63.48452335187795,1,7,0,82.75187458407584
105399,Oncology,B,7,6,2,60.71279922670589,3,4,0,77.05904558285337
105400,Endocrinology,B,25,10,0,70.284704212907,3,4,0,87.32814391599325
105401,Oncology,B,30,12,4,48.470017791436604,1,1,1,84.57702308414244
105402,Endocrinology,A,2,7,1,21.982578134657924,4,1,1,52.78176602031803
105403,Endocrinology,C,4,5,2,44.14270325515634,1,2,0,48.90208643594613
105404,Oncology,A,34,5,0,79.63482839063072,4,2,0,69.44945203526663
105405,Oncology,C,29,7,1,61.62256179760025,2,4,0,71.48797754916423
105406,Endocrinology,B,27,8,1,55.50708186073935,1,4,0,69.1777491302444
105407,Endocrinology,C,28,13,2,79.94576860213581,2,2,0,77.86060763860422
105408,Oncology,B,21,5,2,38.542582415428924,4,0,0,40.859451742635855
105409,Oncology,B,22,7,3,75.76880165461934,2,1,0,56.93709301457808
105410,Cardiology,B,4,13,3,67.0694978082856,3,2,1,95.3001286913407
105411,Neurology,C,15,4,3,73.02331867669902,3,5,0,89.56055777206802
105412,Oncology,B,11,6,0,67.23834233223667,3,1,0,46.69865159151866
105413,Neurology,C,18,11,4,73.34633447621196,2,6,1,116.41870379262873
105414,Oncology,B,27,11,0,67.88953331194736,2,0,0,57.303876880528826
105415,Oncology,B,10,8,2,65.76308413442352,4,2,0,73.29340224299871
105416,Oncology,C,33,10,0,66.90235125973541,3,2,0,65.14459812717764
105417,Oncology,A,9,7,1,43.30688358455826,2,2,0,45.775899456272256
105418,Oncology,B,34,14,2,48.35781729158182,4,2,1,73.77588866838116
105419,Cardiology,B,5,5,3,99.73857019697499,3,4,0,94.00583840429952
105420,Oncology,B,17,4,4,49.34731260414514,3,0,0,58.12429669245341
105421,Oncology,B,24,11,2,44.01279322232416,3,3,0,77.24280122973302
105422,Oncology,B,27,8,0,53.983235522985964,3,0,0,36.905709353704424
105423,Endocrinology,B,16,8,1,50.07357313937414,2,2,0,67.65778458909413
105424,Oncology,C,13,5,1,44.83280985640451,1,2,1,56.53632197559274
105425,Oncology,C,16,7,0,70.47850316798602,6,2,0,78.20989292732709
105426,Cardiology,B,12,8,2,56.47225707649498,1,1,0,48.57081522046148
105427,Endocrinology,B,16,10,1,41.42495858322529,4,5,0,85.39484434885328
105428,Oncology,A,13,6,1,49.85273381950084,3,1,0,51.95604198711329
105429,Neurology,C,21,11,3,42.51830019741615,6,1,0,72.87623675313729
105430,Neurology,B,12,7,1,53.86092186278962,3,0,0,46.48497741154228
105431,Cardiology,B,11,5,5,71.71464214775936,2,1,0,67.24234933826027
105432,Oncology,C,26,13,3,59.61245604866809,6,1,1,89.56292728027441
105433,Neurology,B,12,8,2,67.1432996416629,4,4,1,89.36352581210622
105434,Oncology,C,30,7,2,64.54768983419997,4,4,0,78.82558869071637
105435,Cardiology,B,31,12,2,59.09563613542273,5,3,0,84.9110797536537
105436,Neurology,A,26,14,2,63.71553264901166,5,4,0,95.84517276679586
105437,Oncology,C,13,6,2,67.62060582817023,5,1,0,59.78524671722357
105438,Neurology,A,33,10,3,44.07020486958259,2,3,1,77.58002844746572
105439,Oncology,C,2,4,3,77.54454687950914,3,3,0,78.50963470931664
105440,Neurology,A,24,8,1,80.4902817568881,7,1,1,88.6729979995809
105441,Cardiology,C,13,5,4,49.47251598153375,1,1,0,52.545420222747666
105442,Oncology,A,31,6,0,69.4539849030914,1,2,0,49.87751144361922
105443,Oncology,B,28,9,1,60.00574443239697,0,1,1,59.44160553075114
105444,Endocrinology,B,3,4,0,55.11839679413669,1,3,0,49.4128843254802
105445,Oncology,B,27,3,4,89.28040365086966,2,4,0,79.67786982797705
105446,Oncology,B,13,6,2,53.35085247571324,2,0,1,60.68996989686048
105447,Oncology,B,8,4,1,52.55032637203924,1,2,0,40.53023891908627
105448,Cardiology,B,16,8,2,60.60161538367887,3,0,0,59.67711507864578
105449,Cardiology,B,12,10,2,55.397065129354026,5,4,0,85.42951678042039
105450,Oncology,B,16,8,2,40.04609709425735,4,0,0,62.72578751714912
105451,Oncology,B,9,12,2,51.33234791909156,1,2,0,67.56918735735916
105452,Oncology,B,24,12,3,73.41461440673147,3,1,1,85.73573458421014
105453,Oncology,C,14,7,1,62.97040436909497,2,1,0,52.97292603919644
105454,Oncology,B,16,9,1,63.13362646713382,5,0,1,66.36429233036966
105455,Neurology,A,17,11,3,75.65866458906324,3,1,0,76.61697714752778
105456,Oncology,B,18,14,0,65.65791563586278,4,2,0,74.2618661119637
105457,Oncology,C,21,6,5,43.84206916151647,1,1,0,47.72728424821386
105458,Oncology,A,33,5,1,68.10156199624747,1,3,0,57.75412382741913
